CUSTOMER#,INVOICE#,INV DATE,SHIP DATE,SHIP-TO NAME,SHIP-TO ADDR1,SHIP-TO ADDR2,SHIP-TO ADDR3,SHIP-TO CITY,SHIP-TO ST,SHIP-TO ZIP,SHIP-TO COUNTRY,PRODUCT#,QTY SHIP,UNIT PRICE,EXTENDED PRICE,UNIT COST,Vendor,DEALER CUST ID,DEALER PROD DESC
PJSDCO,574052,11/08/16,11/08/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,08254,1,$0.00,0.00,$39.26,WHIPMI,PJSDCO,Mainstay Disposable Articulator Pinless Quadrant 50 box Whipmix
PJSDCO,014562,11/28/18,11/28/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,31315,-1,$-74.77,-74.77,$-57.95,WHIPMI,PJSDCO,"LeanRock XL5, Ivory 55lbs Type 5 Die Stone, Whipmix"
PJSDCO,630238,04/17/18,04/17/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,57-0322,1,$26.97,26.97,$20.90,RENFER,PJSDCO,"Dynex seperating discs 22x0.3 mm, 20 pcs, Renfert"
PJSDCO,614023,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,S924-8,1,$21.96,21.96,$17.02,ADS,PJSDCO,Son-Eez Blue Ultrasonic Cleaner
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,38171,1,$134.86,134.86,$104.52,WHIPMI,PJSDCO,Formula 1 100g x 100 envelopes no liquid Whipmix
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,DF-PNK-MED-6PK,2,$43.37,86.74,$33.61,MYERSO,PJSDCO,"Duraflex Cartridges Shade: Pink, Medium 6/pack, CDM"
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,Q9015,6,$7.78,46.68,$6.03,KENDAL,PJSDCO,Quala retainer boxes pack of 12
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670087,1,$15.87,15.87,$12.30,KEYSTO,PJSDCO,"Geza Starbrush (White Goat Hair) PK/12, Keystone"
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B613,2,$34.84,69.68,$27.00,WAGNWI,PJSDCO,UltraBerry 26mm Knife Edge Coarse P
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,8035-01,1,$4.52,4.52,$3.50,META,PJSDCO,"Hooded Quartz Crucible, Non-Slot Closed Nowak"
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,38127,1,$34.30,34.30,$26.58,WHIPMI,PJSDCO,Special Liquid Concentrate Plus
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,40002,1,$51.10,51.10,$39.60,VACALON,PJSDCO,Disposable Press Plunger 13mm/emax (3 gr) Box of 50
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,56-2520,1,$43.06,43.06,$33.37,RENFER,PJSDCO,"Dynex Brilliant 0.25 x 20mm 10pcs, Renfert"
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,010329,3,$89.02,267.06,$68.99,GCAMER,PJSDCO,Initial LiSi Press MT-A2 (3gx5)
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,010328,3,$89.02,267.06,$68.99,GCAMER,PJSDCO,Initial LiSi Press MT-A1 (3gx5)
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,8510,1,$23.65,23.65,$18.33,HARVEST,PJSDCO,Super Peg II Custom Peg putty 12cc syringe (Pack of 4)
PJSDCO,646979,09/06/18,09/06/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B631,2,$30.97,61.94,$24.00,WAGNWI,PJSDCO,"Diamond Infused Medium Knife Edge Pink 26mm, Wagner"
PJSDCO,647957,09/13/18,09/13/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,01SC6,1,$36.14,36.14,$28.01,CERAMCO,PJSDCO,"Pre Polish Barrel 7/8"" x 1/4"""
PJSDCO,647957,09/13/18,09/13/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,SG-4S78---100,1,$40.90,40.90,$31.70,PACIFIC,PJSDCO,"High Shine Square Edge for Porcelain 7/8 x 1/8, 100Box"
PJSDCO,647957,09/13/18,09/13/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,TCHL12,2,$22.19,44.38,$17.20,MILTEX,PJSDCO,"Carver DE Hollenback 1/2, Miltex"
PJSDCO,647957,09/13/18,09/13/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1860133,1,$26.06,26.06,$20.20,KEYSTO,PJSDCO,Yeti IQ Sculpturing Wax Neon Yellow 45 tin Keystone
PJSDCO,649938,10/02/18,10/02/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,512511,1,$49.20,49.20,$34.44,AMANN,PJSDCO,Amann Giroform Magnets (100pcs) 20x6mm
PJSDCO,663275,01/28/19,01/25/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,16116,1,$42.90,42.90,$33.25,DENTS,PJSDCO,Portrait IPN Anteriors 1x6
PJSDCO,663275,01/28/19,01/25/19,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,16166,1,$20.26,20.26,$15.70,DENTS,PJSDCO,Portrait IPN 40 Degree Euroline Posterior 1x8
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B621,2,$30.97,61.94,$24.00,WAGNWI,PJSDCO,"Diamond Infused Coarse Knife Edge Light Blue 26mm, Wagner"
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,Q9015,6,$7.78,46.68,$6.03,KENDAL,PJSDCO,Quala retainer boxes pack of 12
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B622-3,2,$18.06,36.12,$14.00,WAGNWI,PJSDCO,"Diamond Infused Coarse Wheel Light Blue-17mm x 3.0mm, Wagner"
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,D-926-6,1,$17.51,17.51,$13.57,ADS,PJSDCO,ADS Clearly Debubblizer & Wax Pattern Cleaner Quart
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,52818,3,$16.84,50.52,$13.05,KENDAL,PJSDCO,Lavender Medium Nitrile Gloves box of 250 Kimberly Clark
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,52819,1,$16.84,16.84,$13.05,KENDAL,PJSDCO,Lavender Large Nitrile Gloves box of 250 Kimberly Clark
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,DF-PNK-MED-6PK,4,$43.37,173.48,$33.61,MYERSO,PJSDCO,"Duraflex Cartridges Shade: Pink, Medium 6/pack, CDM"
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,TPH,2,$7.68,15.36,$5.95,KENDAL,PJSDCO,Horse-Shoe Red/Blue Articulating Paper .004 12 sheets/bk -12bks/
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,10070,1,$16.45,16.45,$12.75,VACALON,PJSDCO,Quickcheck White 75g
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,40002,2,$44.32,88.64,$34.35,VACALON,PJSDCO,Disposable Press Plunger 13mm/emax (3 gr) Box of 50
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870054,1,$28.37,28.37,$21.99,GCAMER,PJSDCO,GC Inital MC Porcelain Dentin DA3.5 20gm
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,14982,1,$19.03,19.03,$14.75,SSWHITE,PJSDCO,SS White Burs FG 10pk #34
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,01SC3,1,$35.42,35.42,$27.45,CERAMCO,PJSDCO,"Knife Edge Wheel, Prepolish"
PJSDCO,614011,11/15/17,11/15/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,5330E-B,4,$3.23,12.92,$2.50,KENDAL,PJSDCO,"Extra-Safe Ear-Loop Face Masks, Sky Blue, 50/bx 99.7% 0.1 micron"
PJSDCO,614649,11/21/17,11/21/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,13005,2,$49.60,99.20,$38.44,WHIPMI,PJSDCO,"Model Trimmer Wheel 12in, Coarse Abrasive #30292, Whipmix"
PJSDCO,614866,11/27/17,11/27/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876103,1,$41.28,41.28,$31.99,GCAMER,PJSDCO,Initial IN vivo IV-3
PJSDCO,614866,11/27/17,11/27/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,870702,1,$12.89,12.89,$9.99,GCAMER,PJSDCO,GC Initial MC Modelling Liquid 25ml
PJSDCO,616918,12/14/17,12/14/17,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,MS-0200,1,$25.16,25.16,$19.50,MYERSO,PJSDCO,Thermoplastic Model Separator
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,DF-PNK-MED-6PK,4,$43.37,173.48,$33.61,MYERSO,PJSDCO,"Duraflex Cartridges Shade: Pink, Medium 6/pack, CDM"
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,VMC-A400-5,1,$40.26,40.26,$31.20,VANIMA,PJSDCO,"Filter Bags for Van-i-Vac, Voyager, Evolution, and Abrasive Vac 5"
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B631,1,$30.97,30.97,$24.00,WAGNWI,PJSDCO,"Diamond Infused Medium Knife Edge Pink 26mm, Wagner"
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B632-3,1,$18.06,18.06,$14.00,WAGNWI,PJSDCO,"Diamond Infused Medium Wheel Pink-17mm x 3.0mm, Wagner"
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,P359403,2,$2.83,5.66,$2.19,KENDAL,PJSDCO,"Vinyl Exam Glove,Non-Powdered,"
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,MS-0202,3,$5.25,15.75,$4.07,MYERSO,PJSDCO,"TMS Swabs 10/pk, CDM"
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,PP/ZIRCON20,1,$43.64,43.64,$33.82,DEVENT,PJSDCO,Zircon Brite Zirconium Polishing Paste 20g DVA
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,Q9015,4,$7.78,31.12,$6.03,KENDAL,PJSDCO,Quala retainer boxes pack of 12
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,10070,2,$17.23,34.46,$13.35,VACALON,PJSDCO,Quickcheck White 75g
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,40002,1,$51.10,51.10,$39.60,VACALON,PJSDCO,Disposable Press Plunger 13mm/emax (3 gr) Box of 50
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,38127,1,$34.30,34.30,$26.58,WHIPMI,PJSDCO,Special Liquid Concentrate Plus
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,38171,1,$134.86,134.86,$104.52,WHIPMI,PJSDCO,Formula 1 100g x 100 envelopes no liquid Whipmix
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,010328,2,$89.02,178.04,$68.99,GCAMER,PJSDCO,Initial LiSi Press MT-A1 (3gx5)
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,010330,2,$89.02,178.04,$68.99,GCAMER,PJSDCO,Initial LiSi Press MT-A3 (3gx5)
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,010334,2,$89.02,178.04,$68.99,GCAMER,PJSDCO,Initial LiSi Press MT-C2 (3gx5)
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,400-1050,1,$44.52,44.52,$34.50,SELEAL,PJSDCO,Mega Tray Blue LC Custom Tray
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,400-1054,1,$44.52,44.52,$34.50,SELEAL,PJSDCO,Mega Tray Pink LC 1.4mm Thin
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,305-105,2,$8.32,16.64,$6.45,MATECH,PJSDCO,Kromatica Impression Normal Set
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,D-926-6,1,$17.51,17.51,$13.57,ADS,PJSDCO,ADS Clearly Debubblizer & Wax Pattern Cleaner Quart
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876425,3,$79.99,239.97,$61.99,GCAMER,PJSDCO,Lustre Paste Neutral
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876400,1,$15.47,15.47,$11.99,GCAMER,PJSDCO,GC Initial IQ Refresh Liquid 8ml
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,8510,1,$23.65,23.65,$18.33,HARVEST,PJSDCO,Super Peg II Custom Peg putty 12cc syringe (Pack of 4)
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,31307,1,$74.77,74.77,$57.95,WHIPMI,PJSDCO,"LeanRock, Ivory 55lbs Type 4 Die Stone, Whipmix"
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,5330E-B,2,$3.23,6.46,$2.50,KENDAL,PJSDCO,"Extra-Safe Ear-Loop Face Masks, Sky Blue, 50/bx 99.7% 0.1 micron"
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,50046185,4,$39.64,158.56,$30.72,KULZER,PJSDCO,"Denstone Type III, Golden (Model Stone) 50lbs, Kulzer"
PJSDCO,636975,06/12/18,06/12/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,50046185,1,$0.00,0.00,$30.72,KULZER,PJSDCO,"Denstone Type III, Golden (Model Stone) 50lbs, Kulzer"
PJSDCO,637769,06/18/18,06/18/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,27170,1,$76.76,76.76,$59.49,WHIPMI,PJSDCO,"Gator Build Up Wax - Blue, Whipmix"
PJSDCO,638553,06/25/18,06/25/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,191-12GA,1,$20.61,20.61,$15.97,CORNIN,PJSDCO,"Blue Wire Wax Spools 1/2pd, 12 Gauge, Corning"
PJSDCO,639644,07/03/18,07/03/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,500-180,1,$91.10,91.10,$70.60,BLUE,PJSDCO,Crosspin Short Sleeves
PJSDCO,567913,09/09/16,09/09/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1013050-,1,$31.90,31.90,$24.72,GARRECO,PJSDCO,Tecstone White 50lbs Garreco
PJSDCO,567913,09/09/16,09/09/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,31307,1,$71.83,71.83,$55.67,WHIPMI,PJSDCO,"LeanRock, Ivory 55lbs Type 4 Die Stone, Whipmix"
PJSDCO,567913,09/09/16,09/09/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,100030,5,$8.67,43.35,$6.72,CERAMCO,PJSDCO,"Vertex Adhesive 20gm,Super Thin, Dentsply"
PJSDCO,567913,09/09/16,09/09/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B631,1,$30.97,30.97,$24.00,WAGNWI,PJSDCO,"Diamond Infused Medium Knife Edge Pink 26mm, Wagner"
PJSDCO,567913,09/09/16,09/09/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B621,1,$30.97,30.97,$24.00,WAGNWI,PJSDCO,"Diamond Infused Coarse Knife Edge Light Blue 26mm, Wagner"
PJSDCO,567913,09/09/16,09/09/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876425,1,$77.41,77.41,$59.99,GCAMER,PJSDCO,Lustre Paste Neutral
PJSDCO,567913,09/09/16,09/09/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,LAB-DART-BLK50,4,$3.87,15.48,$3.00,TPC,PJSDCO,Black Slotted Articulators vertex-l
PJSDCO,568555,09/16/16,09/16/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,56883,1,$33.30,33.30,$25.81,MMM,PJSDCO,RelyX Ultimate Mixing Tips
PJSDCO,568555,09/16/16,09/16/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,Q9015,4,$7.03,28.12,$5.45,KENDAL,PJSDCO,Quala retainer boxes pack of 12
PJSDCO,548842,03/11/16,03/11/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1013050-,1,$31.38,31.38,$23.54,GARRECO,PJSDCO,Tecstone White 50lbs Garreco
PJSDCO,548842,03/11/16,03/11/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,10505-,1,$147.06,147.06,$113.97,HARVEST,PJSDCO,"1 C & B Pre-Packed Box w Foam, Black/Clear, 1000/pk. Harvest"
PJSDCO,548842,03/11/16,03/11/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,8024-01,2,$11.61,23.22,$9.00,WHOLPA,PJSDCO,"3D Vertex Like, Black Slotted"
PJSDCO,548842,03/11/16,03/11/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670087,1,$15.35,15.35,$11.90,KEYSTO,PJSDCO,"Geza Starbrush (White Goat Hair) PK/12, Keystone"
PJSDCO,548842,03/11/16,03/11/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670016,1,$16.32,16.32,$12.65,KEYSTO,PJSDCO,"Scotch Brite Coarse Miniature Brush PKG/12, Keystone"
PJSDCO,548842,03/11/16,03/11/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670092,1,$17.03,17.03,$13.20,KEYSTO,PJSDCO,Scotch Brite Mini Brush Med Pk/12 Keystone
PJSDCO,548856,03/14/16,03/14/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670090,1,$15.35,15.35,$11.90,KEYSTO,PJSDCO,"Geza Starbrush (Grey Chung King) PK/12, Keystone"
PJSDCO,548856,03/14/16,03/14/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670091,1,$17.03,17.03,$13.20,KEYSTO,PJSDCO,Scotch Brite Mini Brush Fine Pk/12 Keystone
PJSDCO,549603,03/21/16,03/21/16,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,1670088,1,$15.35,15.35,$11.90,KEYSTO,PJSDCO,Black Chung King Geza Bristle Brush star mounted 12 121HP Keyston
PJSDCO,643719,08/08/18,08/08/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,TPBR,1,$4.26,4.26,$3.30,CROSST,PJSDCO,Red/Blue Combo Articulating Paper .004 12 sheets/bk -12bks/box
PJSDCO,643719,08/08/18,08/08/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,100030,4,$8.97,35.88,$6.95,CERAMCO,PJSDCO,"Vertex Adhesive 20gm,Super Thin, Dentsply"
PJSDCO,643719,08/08/18,08/08/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,56-2520,2,$43.06,86.12,$33.37,RENFER,PJSDCO,"Dynex Brilliant 0.25 x 20mm 10pcs, Renfert"
PJSDCO,643719,08/08/18,08/08/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,38171,1,$134.86,134.86,$104.52,WHIPMI,PJSDCO,Formula 1 100g x 100 envelopes no liquid Whipmix
PJSDCO,643719,08/08/18,08/08/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,7176,1,$35.56,35.56,$27.56,HARVEST,PJSDCO,MS1 Master Sealer 8oz Refill
PJSDCO,643719,08/08/18,08/08/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,10070,2,$17.23,34.46,$13.35,VACALON,PJSDCO,Quickcheck White 75g
PJSDCO,643719,08/08/18,08/08/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,5330E-B,3,$3.23,9.69,$2.50,KENDAL,PJSDCO,"Extra-Safe Ear-Loop Face Masks, Sky Blue, 50/bx 99.7% 0.1 micron"
PJSDCO,643719,08/08/18,08/08/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,876400,2,$15.47,30.94,$11.99,GCAMER,PJSDCO,GC Initial IQ Refresh Liquid 8ml
PJSDCO,643719,08/08/18,08/08/18,PJ'S DENTAL LAB,APEX DENTAL LAB GROUP,1020 CORPORATE DRIVE,,SLINGER,WI,53086,,B613,2,$34.84,69.68,$27.00,WAGNWI,PJSDCO,UltraBerry 26mm Knife Edge Coarse P
